id,location,date,avg_volume,status
1247,Downtown,2023-05-31,626.0,High
1248,Highway 101,2023-03-01,540.0,High
1249,Main St,2023-02-02,268.0,Normal
1250,Highway 101,2023-01-03,506.833,High
1251,Bridge,2023-01-26,533.625,High
1252,Airport Road,2023-03-01,495.5,High
1253,Airport Road,2023-04-10,589.0,High
1254,Highway 101,2025-06-18,276.932,Normal
1255,Highway 101,2023-02-11,415.5,High
1256,Highway 101,2023-05-14,437.25,High
1257,Downtown,2023-06-28,319.5,High
1258,Airport Road,2023-02-21,258.333,Normal
1259,Airport Road,2023-06-06,518.75,High
1260,Downtown,2023-01-04,339.333,High
1261,Airport Road,2023-03-21,360.333,High
1262,Downtown,2023-02-06,108.0,Normal
1263,Airport Road,2023-01-16,348.5,High
1264,Downtown,2023-01-23,465.714,High
1265,Bridge,2023-01-21,385.0,High
1266,Bridge,2023-05-07,491.5,High
1267,Bridge,2023-03-04,744.0,High
1268,Downtown,2023-04-19,222.0,Normal
1269,Downtown,2023-03-09,500.0,High
1270,Highway 101,2023-03-27,446.0,High
1271,Bridge,2023-06-02,218.0,Normal
1272,Downtown,2023-03-24,291.0,Normal
1273,Airport Road,2023-05-25,625.5,High
1274,Bridge,2023-03-03,746.0,High
1275,Main St,2023-06-03,703.0,High
1276,Highway 101,2023-02-15,389.0,High
1277,Highway 101,2023-04-29,730.0,High
1278,Highway 101,2023-04-01,196.0,Normal
1279,Bridge,2023-06-03,452.333,High
1280,Airport Road,2023-05-26,717.0,High
1281,Bridge,2023-05-26,165.0,Normal
1282,Main St,2023-03-31,681.0,High
1283,Bridge,2023-01-15,204.0,Normal
1284,Main St,2023-05-02,351.0,High
1285,Downtown,2023-03-18,389.0,High
1286,Highway 101,2023-05-07,293.0,Normal
1287,Downtown,2023-01-13,429.75,High
1288,Main St,2023-05-01,512.0,High
1289,Airport Road,2023-03-05,212.0,Normal
1290,Downtown,2023-06-18,400.333,High
1291,Airport Road,2023-03-23,769.0,High
1292,Bridge,2023-06-22,199.0,Normal
1293,Highway 101,2023-05-01,474.0,High
1294,Downtown,2023-04-21,254.0,Normal
1295,Main St,2023-06-29,273.0,Normal
1296,Downtown,2023-03-26,441.0,High
1297,Main St,2023-06-09,179.0,Normal
1298,Highway 101,2023-02-01,462.667,High
1299,Downtown,2023-04-02,234.5,Normal
1300,Airport Road,2023-06-15,258.0,Normal
1301,Bridge,2023-03-09,403.0,High
1302,Highway 101,2023-06-11,178.667,Normal
1303,Main St,2023-04-21,690.5,High
1304,Main St,2023-05-23,353.0,High
1305,Main St,2023-01-27,418.429,High
1306,Bridge,2023-04-11,430.5,High
1307,Highway 101,2023-06-05,415.5,High
1308,Downtown,2023-02-01,66.0,Normal
1309,Airport Road,2023-05-05,461.0,High
1310,Highway 101,2023-01-09,561.143,High
1311,Airport Road,2023-05-22,468.333,High
1312,Bridge,2023-05-22,348.0,High
1313,Highway 101,2023-02-23,469.5,High
1314,Airport Road,2023-04-25,485.667,High
1315,Airport Road,2023-06-02,767.0,High
1316,Highway 101,2023-03-22,573.333,High
1317,Main St,2023-05-12,506.5,High
1318,Bridge,2023-05-25,347.0,High
1319,Bridge,2023-05-13,67.0,Normal
1320,Downtown,2023-02-10,302.0,High
1321,Downtown,2025-06-18,266.944,Normal
1322,Highway 101,2023-01-02,370.833,High
1323,Downtown,2023-06-24,290.5,Normal
1324,Bridge,2023-04-05,475.0,High
1325,Bridge,2023-06-27,224.667,Normal
1326,Downtown,2023-04-18,202.0,Normal
1327,Highway 101,2023-01-21,372.714,High
1328,Highway 101,2023-01-27,561.375,High
1329,Main St,2023-01-02,399.2,High
1330,Airport Road,2023-02-22,358.0,High
1331,Downtown,2023-01-02,407.25,High
1332,Downtown,2023-06-27,225.0,Normal
1333,Bridge,2023-04-20,342.5,High
1334,Main St,2023-03-07,402.0,High
1335,Airport Road,2023-04-30,279.0,Normal
1336,Airport Road,2023-03-17,678.0,High
1337,Highway 101,2023-02-18,412.5,High
1338,University Blvd,2025-06-17,196.0,Normal
1339,Downtown,2023-04-10,674.0,High
1340,Downtown,2023-05-21,365.5,High
1341,Bridge,2023-01-14,318.667,High
1342,Main St,2023-01-26,489.8,High
1343,Downtown,2023-02-04,304.0,High
1344,Main St,2023-05-19,261.0,Normal
1345,Airport Road,2023-05-01,317.0,High
1346,Main St,2023-03-05,636.0,High
1347,Highway 101,2023-02-17,553.667,High
1348,Bridge,2023-02-16,77.0,Normal
1349,Bridge,2023-01-27,416.0,High
1350,Bridge,2023-04-10,597.333,High
1351,Main St,2023-05-24,306.5,High
1352,Airport Road,2023-01-05,425.462,High
1353,Airport Road,2023-01-02,392.769,High
1354,Airport Road,2023-06-29,295.0,Normal
1355,Downtown,2023-03-05,667.0,High
1356,Airport Road,2023-06-25,724.0,High
1357,Downtown,2023-01-05,408.1,High
1358,Bridge,2023-01-30,361.6,High
1359,Bridge,2023-01-02,527.364,High
1360,Highway 101,2023-04-28,681.0,High
1361,Highway 101,2023-01-20,475.833,High
1362,Downtown,2023-02-08,188.0,Normal
1363,Main St,2023-04-11,202.0,Normal
1364,Main St,2023-06-11,295.5,Normal
1365,Main St,2023-03-21,406.5,High
1366,Downtown,2023-02-13,670.0,High
1367,Bridge,2023-02-02,404.5,High
1368,Highway 101,2023-05-31,677.0,High
1369,Bridge,2023-03-07,415.0,High
1370,Downtown,2023-06-25,509.0,High
1371,Downtown,2023-01-28,369.5,High
1372,Airport Road,2023-05-28,110.0,Normal
1373,Highway 101,2023-04-16,401.0,High
1374,Airport Road,2023-04-27,697.0,High
1375,Bridge,2023-06-24,159.0,Normal
1376,Highway 101,2023-04-25,625.0,High
1377,Airport Road,2023-02-05,564.0,High
1378,Bridge,2023-03-01,606.0,High
1379,Airport Road,2023-03-20,494.0,High
1380,Main St,2023-01-14,391.556,High
1381,Highway 101,2023-06-29,56.0,Normal
1382,Main St,2023-04-15,630.0,High
1383,Main St,2023-05-04,524.0,High
1384,Main St,2023-03-02,607.333,High
1385,Main St,2023-02-14,634.333,High
1386,Bridge,2023-01-13,406.667,High
1387,Highway 101,2023-06-16,403.0,High
1388,Highway 101,2023-04-26,242.0,Normal
1389,Downtown,2023-02-25,552.0,High
1390,Main St,2023-03-26,197.25,Normal
1391,Highway 101,2023-05-08,725.0,High
1392,Airport Road,2023-06-10,418.0,High
1393,Main St,2023-04-02,771.0,High
1394,Highway 101,2023-03-05,639.0,High
1395,Downtown,2023-01-01,402.544,High
1396,Main St,2023-03-15,496.0,High
1397,Airport Road,2023-06-17,58.0,Normal
1398,Highway 101,2023-04-24,501.0,High
1399,Downtown,2023-04-23,432.0,High
1400,Airport Road,2023-01-06,621.143,High
1401,Airport Road,2023-01-30,316.375,High
1402,Highway 101,2023-02-07,494.0,High
1403,Highway 101,2023-04-30,702.0,High
1404,Downtown,2023-06-12,454.0,High
1405,Highway 101,2023-04-02,457.5,High
1406,Main St,2023-02-10,459.5,High
1407,Airport Road,2023-05-31,610.5,High
1408,Downtown,2023-02-03,286.0,Normal
1409,Main St,2023-02-19,174.0,Normal
1410,Bridge,2023-04-30,301.667,High
1411,Bridge,2023-05-12,439.5,High
1412,Airport Road,2023-06-21,671.0,High
1413,Highway 101,2023-01-30,542.875,High
1414,Airport Road,2023-01-18,495.471,High
1415,Airport Road,2023-05-08,629.0,High
1416,Bridge,2023-06-20,210.0,Normal
1417,Downtown,2023-01-11,385.0,High
1418,Main St,2023-03-17,216.5,Normal
1419,Highway 101,2023-06-22,721.0,High
1420,Downtown,2023-05-25,117.0,Normal
1421,Airport Road,2023-02-27,223.0,Normal
1422,Main St,2023-01-01,429.157,High
1423,Downtown,2023-01-27,503.6,High
1424,Main St,2023-01-30,495.286,High
1425,Main St,2023-03-29,189.0,Normal
1426,Main St,2023-06-24,425.667,High
1427,Airport Road,2023-04-07,706.0,High
1428,Main St,2023-03-23,745.0,High
1429,Bridge,2023-01-04,366.357,High
1430,Bridge,2023-01-07,511.0,High
1431,Bridge,2023-01-06,397.636,High
1432,Bridge,2023-04-26,555.0,High
1433,Main St,2023-02-17,318.0,High
1434,Bridge,2023-03-20,413.0,High
1435,Bridge,2023-01-09,430.125,High
1436,Highway 101,2023-05-29,178.0,Normal
1437,Downtown,2023-05-16,484.0,High
1438,Main St,2023-03-24,367.0,High
1439,Highway 101,2023-01-24,395.857,High
1440,Airport Road,2023-04-16,659.0,High
1441,Bridge,2023-01-22,380.143,High
1442,Main St,2023-01-29,545.778,High
1443,Bridge,2023-05-20,269.5,Normal
1444,Downtown,2023-01-24,401.333,High
1445,Bridge,2023-01-23,502.8,High
1446,Highway 101,2023-03-30,336.0,High
1447,Highway 101,2023-05-30,351.667,High
1448,Main St,2023-02-26,635.0,High
1449,Bridge,2023-05-09,221.5,Normal
1450,Highway 101,2023-01-19,478.0,High
1451,Main St,2023-05-20,430.5,High
1452,Downtown,2023-05-09,59.0,Normal
1453,Downtown,2023-04-04,232.75,Normal
1454,Bridge,2023-04-02,775.0,High
1455,Airport Road,2023-01-31,719.0,High
1456,Main St,2023-02-11,694.0,High
1457,Downtown,2023-04-22,562.0,High
1458,Main St,2023-03-01,249.0,Normal
1459,Bridge,2023-04-15,461.0,High
1460,Downtown,2023-06-22,508.0,High
1461,Highway 101,2023-01-04,429.0,High
1462,Bridge,2023-01-08,431.667,High
1463,Highway 101,2023-05-26,524.0,High
1464,Highway 101,2023-04-07,81.0,Normal
1465,Airport Road,2023-03-29,154.0,Normal
1466,Downtown,2023-04-25,780.0,High
1467,Main St,2023-02-06,757.0,High
1468,Airport Road,2023-05-19,327.0,High
1469,Bridge,2023-05-03,585.0,High
1470,Bridge,2023-03-18,427.5,High
1471,Downtown,2023-04-06,60.0,Normal
1472,Airport Road,2023-02-20,429.333,High
1473,Highway 101,2023-06-26,666.0,High
1474,Airport Road,2023-01-25,397.111,High
1475,Downtown,2023-01-25,489.333,High
1476,Airport Road,2023-03-22,425.0,High
1477,Airport Road,2023-02-13,532.667,High
1478,Bridge,2023-06-18,80.0,Normal
1479,Bridge,2023-04-29,86.0,Normal
1480,Downtown,2023-10-03,702.0,High
1481,Bridge,2023-10-30,265.0,Normal
1482,Downtown,2023-01-12,485.0,High
1483,Airport Road,2023-04-17,622.0,High
1484,Downtown,2023-04-29,394.5,High
1485,Main St,2023-01-10,470.0,High
1486,Downtown,2023-04-11,580.0,High
1487,Bridge,2023-02-08,717.0,High
1488,Bridge,2023-02-27,180.333,Normal
1489,Downtown,2023-04-16,353.667,High
1490,Main St,2023-05-11,486.0,High
1491,Highway 101,2023-07-26,97.0,Normal
1492,Downtown,2023-01-07,468.286,High
1493,Highway 101,2023-04-18,735.0,High
1494,Downtown,2023-08-12,452.0,High
1495,Highway 101,2023-08-25,365.0,High
1496,Downtown,2023-07-31,83.0,Normal
1497,Main St,2023-06-25,219.0,Normal
1498,Highway 101,2023-05-02,726.0,High
1499,Bridge,2023-12-29,693.0,High
1500,Bridge,2023-08-08,324.0,High
1501,Bridge,2023-03-02,529.0,High
1502,Highway 101,2023-01-11,352.2,High
1503,Bridge,2023-01-25,428.5,High
1504,Airport Road,2023-02-14,406.75,High
1505,Downtown,2023-12-18,102.0,Normal
1506,Airport Road,2023-12-10,763.0,High
1507,Downtown,2023-01-22,239.143,Normal
1508,Airport Road,2023-04-13,81.0,Normal
1509,Bridge,2023-02-23,462.75,High
1510,Bridge,2023-01-18,492.214,High
1511,Airport Road,2023-02-18,179.667,Normal
1512,Bridge,2023-02-04,456.5,High
1513,Downtown,2023-06-06,713.0,High
1514,Main St,2023-06-16,562.0,High
1515,Main St,2023-03-14,608.0,High
1516,Downtown,2023-08-22,460.0,High
1517,Highway 101,2023-01-25,462.714,High
1518,Bridge,2023-04-03,604.0,High
1519,Airport Road,2023-05-29,490.0,High
1520,Downtown,2023-04-07,657.0,High
1521,Bridge,2023-01-01,394.274,High
1522,Airport Road,2023-02-19,299.333,Normal
1523,Bridge,2023-02-19,189.667,Normal
1524,Main St,2023-05-10,402.0,High
1525,Bridge,2023-05-04,555.0,High
1526,Bridge,2023-03-28,141.0,Normal
1527,Airport Road,2023-02-08,445.5,High
1528,Downtown,2023-02-19,303.0,High
1529,Downtown,2023-07-20,622.0,High
1530,Bridge,2023-03-15,320.0,High
1531,Highway 101,2023-01-26,370.667,High
1532,Downtown,2023-05-28,366.0,High
1533,Downtown,2023-03-25,776.0,High
1534,Downtown,2023-04-13,277.0,Normal
1535,Highway 101,2023-03-11,243.0,Normal
1536,Main St,2023-10-21,746.0,High
1537,Main St,2023-10-13,250.5,Normal
1538,Main St,2023-01-05,546.143,High
1539,Downtown,2023-01-10,348.111,High
1540,Highway 101,2023-01-15,413.25,High
1541,Downtown,2023-05-07,281.0,Normal
1542,Airport Road,2023-11-02,638.0,High
1543,Highway 101,2023-11-28,233.0,Normal
1544,Highway 101,2023-06-02,551.0,High
1545,Main St,2023-04-20,150.5,Normal
1546,Highway 101,2023-02-12,593.0,High
1547,Main St,2023-08-13,645.0,High
1548,Airport Road,2023-06-07,202.0,Normal
1549,Airport Road,2023-03-02,621.0,High
1550,Airport Road,2023-09-21,441.0,High
1551,Airport Road,2023-01-11,310.333,High
1552,Highway 101,2023-01-07,448.0,High
1553,Airport Road,2023-01-19,582.25,High
1554,Highway 101,2023-06-03,333.5,High
1555,Main St,2023-07-27,426.0,High
1556,Highway 101,2023-04-12,358.75,High
1557,Airport Road,2023-02-24,296.0,Normal
1558,Downtown,2023-03-23,201.0,Normal
1559,Highway 101,2023-04-10,154.0,Normal
1560,Bridge,2023-03-22,432.0,High
1561,Bridge,2023-05-29,268.5,Normal
1562,Highway 101,2023-02-27,561.0,High
1563,Highway 101,2023-04-21,200.0,Normal
1564,Highway 101,2023-07-24,711.0,High
1565,Airport Road,2023-07-23,526.0,High
1566,Main St,2023-10-19,368.0,High
1567,Airport Road,2023-01-07,591.0,High
1568,Downtown,2023-06-17,501.0,High
1569,Airport Road,2023-05-21,208.5,Normal
1570,Bridge,2023-10-12,497.0,High
1571,Bridge,2023-09-11,461.0,High
1572,Downtown,2023-09-03,101.0,Normal
1573,Main St,2023-12-17,322.0,High
1574,Highway 101,2023-03-19,484.5,High
1575,Highway 101,2023-06-08,266.0,Normal
1576,Airport Road,2025-06-18,271.248,Normal
1577,Highway 101,2023-03-21,596.0,High
1578,Airport Road,2023-04-08,374.333,High
1579,Main St,2023-03-28,324.667,High
1580,Main St,2023-05-17,92.0,Normal
1581,Bridge,2023-09-04,587.5,High
1582,Highway 101,2023-10-03,538.5,High
1583,Airport Road,2023-07-21,85.0,Normal
1584,Airport Road,2023-11-20,514.0,High
1585,Highway 101,2023-01-06,353.0,High
1586,Downtown,2023-06-05,269.25,Normal
1587,Downtown,2023-04-03,309.0,High
1588,Main St,2023-05-03,57.0,Normal
1589,Highway 101,2023-04-27,505.0,High
1590,Downtown,2023-05-15,599.0,High
1591,Highway 101,2023-12-18,279.0,Normal
1592,Downtown,2023-01-15,347.4,High
1593,Main St,2023-04-14,213.0,Normal
1594,Airport Road,2023-08-14,436.0,High
1595,Main St,2023-08-31,661.0,High
1596,Bridge,2023-08-26,355.0,High
1597,Highway 101,2023-01-22,412.778,High
1598,Highway 101,2023-05-09,377.333,High
1599,Downtown,2023-05-03,529.0,High
1600,Downtown,2023-03-21,319.667,High
1601,Highway 101,2023-09-27,338.0,High
1602,Downtown,2023-06-23,587.0,High
1603,Highway 101,2023-06-13,577.0,High
1604,Highway 101,2023-06-14,475.0,High
1605,Downtown,2023-05-19,700.5,High
1606,Downtown,2023-09-11,392.0,High
1607,Main St,2023-01-09,544.889,High
1608,Highway 101,2023-06-04,318.333,High
1609,Main St,2023-04-04,314.333,High
1610,Bridge,2023-06-25,443.5,High
1611,Highway 101,2023-02-16,369.0,High
1612,Downtown,2023-02-17,193.0,Normal
1613,Airport Road,2023-06-08,510.0,High
1614,Airport Road,2023-04-14,528.0,High
1615,Highway 101,2023-07-14,450.0,High
1616,Airport Road,2023-07-02,727.0,High
1617,Downtown,2023-06-15,568.0,High
1618,Bridge,2023-02-24,500.0,High
1619,Highway 101,2023-06-21,105.0,Normal
1620,Airport Road,2023-02-23,469.0,High
1621,Highway 101,2023-06-24,109.0,Normal
1622,Main St,2023-05-07,782.0,High
1623,Airport Road,2023-01-15,434.0,High
1624,Main St,2023-11-06,555.0,High
1625,Highway 101,2023-03-16,693.0,High
1626,Bridge,2023-02-12,157.0,Normal
1627,Main St,2023-04-12,731.0,High
1628,Highway 101,2023-09-16,447.0,High
1629,Downtown,2023-04-20,575.0,High
1630,Bridge,2023-01-12,405.5,High
1631,Bridge,2023-01-03,359.5,High
1632,Bridge,2023-06-26,210.0,Normal
1633,Main St,2023-03-03,502.5,High
1634,Highway 101,2023-12-20,739.0,High
1635,Highway 101,2023-02-03,285.333,Normal
1636,Highway 101,2023-05-03,461.0,High
1637,Highway 101,2023-06-01,590.333,High
1638,Highway 101,2023-03-31,512.5,High
1639,Downtown,2023-11-23,276.0,Normal
1640,Highway 101,2023-02-13,283.0,Normal
1641,Highway 101,2023-08-27,608.0,High
1642,Bridge,2023-04-27,257.0,Normal
1643,Bridge,2023-06-11,196.0,Normal
1644,Airport Road,2023-04-24,441.333,High
1645,Airport Road,2023-06-28,266.0,Normal
1646,Bridge,2023-11-18,517.0,High
1647,Highway 101,2023-06-28,669.0,High
1648,Downtown,2023-02-22,498.0,High
1649,Main St,2023-01-08,496.333,High
1650,Bridge,2023-06-30,154.0,Normal
1651,Main St,2023-04-22,496.0,High
1652,Bridge,2023-07-05,646.0,High
1653,Main St,2023-12-10,391.0,High
1654,Airport Road,2023-06-13,529.0,High
1655,Bridge,2023-05-27,777.0,High
1656,Highway 101,2023-03-13,630.0,High
1657,Highway 101,2023-09-22,196.0,Normal
1658,Highway 101,2023-01-18,420.125,High
1659,Airport Road,2023-01-17,417.286,High
1660,Bridge,2023-04-04,528.0,High
1661,Bridge,2023-06-10,703.0,High
1662,Bridge,2023-04-08,448.5,High
1663,Main St,2023-06-17,457.5,High
1664,Highway 101,2023-02-04,569.0,High
1665,Bridge,2023-03-14,777.0,High
1666,Bridge,2023-05-24,377.0,High
1667,Airport Road,2023-04-22,497.5,High
1668,Bridge,2023-04-17,325.5,High
1669,Downtown,2023-03-15,435.5,High
1670,Airport Road,2023-03-09,358.0,High
1671,Airport Road,2023-06-27,381.0,High
1672,Downtown,2023-03-11,725.0,High
1673,Highway 101,2023-10-17,589.0,High
1674,Bridge,2023-07-10,325.0,High
1675,Airport Road,2023-01-21,567.9,High
1676,Downtown,2023-06-16,670.5,High
1677,Airport Road,2023-04-05,388.0,High
1678,Downtown,2023-05-22,703.5,High
1679,Downtown,2023-02-12,475.5,High
1680,Bridge,2023-03-27,375.0,High
1681,Highway 101,2023-01-10,448.0,High
1682,Airport Road,2023-01-23,394.667,High
1683,Highway 101,2023-04-13,497.0,High
1684,Main St,2023-01-31,689.5,High
1685,Main St,2023-07-19,480.0,High
1686,Main St,2023-11-25,110.0,Normal
1687,Main St,2023-05-29,340.0,High
1688,Airport Road,2023-01-01,392.827,High
1689,Main St,2023-01-20,455.917,High
1690,Bridge,2023-01-24,345.5,High
1691,Bridge,2023-03-25,521.0,High
1692,Airport Road,2023-06-11,574.5,High
1693,Airport Road,2023-11-29,400.0,High
1694,University Blvd,2025-06-18,264.873,Normal
1695,Highway 101,2023-01-29,371.0,High
1696,Airport Road,2023-01-03,335.25,High
1697,Main St,2023-03-20,686.0,High
1698,Highway 101,2023-01-13,405.667,High
1699,Main St,2023-05-05,117.0,Normal
1700,Highway 101,2023-04-22,618.0,High
1701,Bridge,2023-08-05,620.0,High
1702,Bridge,2023-10-27,327.0,High
1703,Downtown,2023-03-27,710.5,High
1704,Highway 101,2023-03-26,552.0,High
1705,Main St,2023-05-16,453.5,High
1706,Downtown,2023-03-07,505.5,High
1707,Main St,2023-02-27,550.0,High
1708,Airport Road,2023-06-14,798.0,High
1709,Highway 101,2023-02-08,472.0,High
1710,Airport Road,2023-10-21,454.0,High
1711,Airport Road,2023-03-16,373.75,High
1712,Main St,2023-03-11,243.0,Normal
1713,Main St,2023-01-24,316.364,High
1714,Highway 101,2023-05-19,165.0,Normal
1715,Highway 101,2023-03-20,376.0,High
1716,Main St,2023-05-15,638.0,High
1717,Airport Road,2023-01-26,329.364,High
1718,Bridge,2023-02-20,603.0,High
1719,Downtown,2023-02-26,420.0,High
1720,Bridge,2023-06-23,679.0,High
1721,Downtown,2023-05-05,612.0,High
1722,Main St,2023-02-18,624.0,High
1723,Downtown,2023-02-09,495.0,High
1724,Downtown,2023-10-29,466.0,High
1725,Airport Road,2023-12-02,248.0,Normal
1726,Airport Road,2023-02-09,756.0,High
1727,Airport Road,2023-02-11,634.5,High
1728,Airport Road,2023-01-09,503.556,High
1729,Main St,2023-04-26,468.25,High
1730,Bridge,2023-05-10,447.333,High
1731,Airport Road,2023-11-10,777.0,High
1732,Downtown,2023-01-21,472.667,High
1733,Main St,2023-04-07,452.0,High
1734,Airport Road,2023-04-15,656.0,High
1735,Bridge,2023-03-12,633.0,High
1736,Airport Road,2023-03-24,601.5,High
1737,Main St,2023-03-12,630.0,High
1738,Main St,2023-10-04,319.0,High
1739,Downtown,2023-01-06,448.5,High
1740,Airport Road,2023-02-16,467.0,High
1741,Airport Road,2023-03-30,482.0,High
1742,Airport Road,2023-09-26,527.0,High
1743,Main St,2023-01-12,454.833,High
1744,Downtown,2023-02-16,718.0,High
1745,Downtown,2023-12-14,372.0,High
1746,Downtown,2023-10-20,152.0,Normal
1747,Main St,2023-11-26,69.0,Normal
1748,Airport Road,2023-05-07,483.0,High
1749,Downtown,2023-04-17,654.0,High
1750,Bridge,2023-05-31,466.0,High
1751,Airport Road,2023-09-13,216.0,Normal
1752,Downtown,2023-09-29,519.0,High
1753,Main St,2023-01-18,375.4,High
1754,Highway 101,2023-01-17,389.0,High
1755,Airport Road,2023-06-23,361.333,High
1756,Downtown,2023-02-21,588.667,High
1757,Airport Road,2023-02-25,439.0,High
1758,Bridge,2023-03-11,439.0,High
1759,Airport Road,2023-07-22,738.0,High
1760,Main St,2023-01-23,375.5,High
1761,Bridge,2023-05-21,459.0,High
1762,Highway 101,2023-04-04,525.0,High
1763,Airport Road,2023-05-03,500.0,High
1764,Bridge,2023-04-19,401.5,High
1765,Bridge,2023-06-16,555.667,High
1766,Highway 101,2023-08-11,151.0,Normal
1767,Bridge,2023-08-27,116.0,Normal
1768,Main St,2023-09-29,711.0,High
1769,Main St,2023-01-17,476.1,High
1770,Bridge,2023-03-31,445.0,High
1771,Main St,2023-02-07,640.0,High
1772,Downtown,2023-10-10,532.0,High
1773,Airport Road,2023-01-22,493.833,High
1774,Main St,2023-06-22,552.0,High
1775,Downtown,2023-03-04,555.5,High
1776,Airport Road,2023-07-03,575.0,High
1777,Downtown,2023-04-09,353.667,High
1778,Bridge,2023-12-02,385.0,High
1779,Highway 101,2023-10-26,330.0,High
1780,Downtown,2023-03-16,392.0,High
1781,Downtown,2023-03-03,672.5,High
1782,Highway 101,2023-02-26,147.0,Normal
1783,Airport Road,2023-01-27,450.25,High
1784,Highway 101,2023-01-01,414.862,High
1785,Main St,2023-01-21,398.188,High
1786,Downtown,2023-05-30,293.667,Normal
1787,Downtown,2023-05-14,108.0,Normal
1788,Airport Road,2023-09-11,585.0,High
1789,Highway 101,2023-01-14,569.556,High
1790,Main St,2023-06-08,363.5,High
1791,Airport Road,2023-02-07,151.0,Normal
1792,Highway 101,2025-06-17,430.0,High
1793,Bridge,2023-01-20,400.222,High
1794,Main St,2023-02-16,549.0,High
1795,Downtown,2023-03-28,360.0,High
1796,Main St,2023-01-16,442.417,High
1797,Airport Road,2023-01-24,480.167,High
1798,Main St,2023-03-06,429.667,High
1799,Bridge,2023-12-27,371.0,High
1800,Airport Road,2023-08-29,354.0,High
1801,Bridge,2023-08-16,134.0,Normal
1802,Downtown,2023-01-30,477.375,High
1803,Bridge,2023-07-29,108.0,Normal
1804,Main St,2023-01-06,449.0,High
1805,Main St,2023-01-04,479.222,High
1806,Airport Road,2023-04-19,504.0,High
1807,Downtown,2023-02-18,667.0,High
1808,Bridge,2023-01-19,407.273,High
1809,Downtown,2023-01-19,400.2,High
1810,Highway 101,2023-04-20,245.0,Normal
1811,Bridge,2023-05-28,438.0,High
1812,Highway 101,2023-06-25,464.0,High
1813,Bridge,2023-08-29,223.0,Normal
1814,Main St,2023-07-05,215.0,Normal
1815,Bridge,2023-01-10,394.5,High
1816,Main St,2023-01-28,468.5,High
1817,Downtown,2023-04-12,451.0,High
1818,Airport Road,2023-03-31,93.0,Normal
1819,Main St,2023-06-23,357.0,High
1820,Bridge,2023-05-17,715.667,High
1821,Highway 101,2023-02-22,478.5,High
1822,Highway 101,2023-02-24,613.0,High
1823,Bridge,2023-07-30,670.0,High
1824,Highway 101,2023-03-15,650.0,High
1825,Bridge,2023-02-25,236.0,Normal
1826,Downtown,2023-03-30,343.5,High
1827,Bridge,2023-04-14,601.0,High
1828,Main St,2023-04-23,220.0,Normal
1829,Highway 101,2023-05-16,177.0,Normal
1830,Bridge,2023-10-01,783.0,High
1831,Main St,2023-08-09,452.0,High
1832,Downtown,2023-02-15,346.0,High
1833,Downtown,2023-05-11,569.0,High
1834,Main St,2023-12-13,547.0,High
1835,Highway 101,2023-11-13,747.0,High
1836,Bridge,2023-03-24,797.0,High
1837,Highway 101,2023-03-28,472.0,High
1838,Airport Road,2023-03-25,425.0,High
1839,Airport Road,2023-05-13,303.0,High
1840,Bridge,2023-07-24,494.0,High
1841,Downtown,2023-03-20,342.0,High
1842,Airport Road,2023-03-07,465.0,High
1843,Bridge,2023-11-09,783.0,High
1844,Airport Road,2023-01-13,305.286,High
1845,Main St,2023-02-25,310.25,High
1846,Airport Road,2023-05-09,61.0,Normal
1847,Highway 101,2023-04-17,435.5,High
1848,Airport Road,2023-02-17,280.0,Normal
1849,Highway 101,2023-08-02,476.0,High
1850,Airport Road,2023-12-21,496.0,High
1851,Highway 101,2023-01-28,472.3,High
1852,Bridge,2023-03-21,641.5,High
1853,Highway 101,2023-03-17,487.0,High
1854,Downtown,2023-01-16,315.143,High
1855,Main St,2023-02-28,172.0,Normal
1856,Bridge,2023-05-15,75.0,Normal
1857,Highway 101,2023-10-31,341.0,High
1858,Airport Road,2023-01-10,487.286,High
1859,Downtown,2023-06-21,754.5,High
1860,Downtown,2023-07-07,425.0,High
1861,Main St,2023-01-22,471.091,High
1862,Highway 101,2023-05-10,255.667,Normal
1863,Highway 101,2023-06-10,160.0,Normal
1864,Airport Road,2023-05-04,232.5,Normal
1865,Downtown,2023-10-05,351.0,High
1866,Main St,2023-08-03,363.0,High
1867,Bridge,2023-08-31,303.0,High
1868,Airport Road,2023-03-28,163.0,Normal
1869,Bridge,2023-03-30,547.0,High
1870,Bridge,2023-03-26,220.0,Normal
1871,Airport Road,2023-02-28,401.0,High
1872,Bridge,2023-09-19,302.0,High
1873,Downtown,2023-01-09,586.143,High
1874,Airport Road,2023-05-24,444.333,High
1875,Highway 101,2023-02-05,559.0,High
1876,Airport Road,2023-05-15,272.0,Normal
1877,Bridge,2023-03-19,684.0,High
1878,Highway 101,2023-11-29,91.0,Normal
1879,Airport Road,2023-12-20,598.0,High
1880,Main St,2023-04-09,670.0,High
1881,Main St,2023-04-30,619.5,High
1882,Downtown,2023-05-06,256.333,Normal
1883,Downtown,2023-03-22,643.0,High
1884,Bridge,2023-11-13,783.0,High
1885,Bridge,2023-01-29,492.667,High
1886,Main St,2023-05-30,350.0,High
1887,Downtown,2023-05-24,635.5,High
1888,Main St,2023-05-22,297.0,Normal
1889,Airport Road,2023-11-14,257.0,Normal
1890,Main St,2023-01-25,320.5,High
1891,Highway 101,2023-06-30,465.5,High
