id,location,date,avg_volume,status,predicted_avg_volume
2010,Bridge,1/31/23,186,Normal,
3189,Bridge,1/31/23,186,Normal,
4888,Bridge,1/31/23,186,Normal,
565,Bridge,2/1/23,109,Normal,
1216,Bridge,2/1/23,109,Normal,
2036,Bridge,2/1/23,109,Normal,
3226,Bridge,2/1/23,109,Normal,
4942,Bridge,2/1/23,109,Normal,
716,Bridge,2/2/23,404.5,High,
1367,Bridge,2/2/23,404.5,High,
2255,Bridge,2/2/23,404.5,High,
3546,Bridge,2/2/23,404.5,High,
5402,Bridge,2/2/23,404.5,High,
199,Bridge,2/4/23,456.5,High,
850,Bridge,2/4/23,456.5,High,
1512,Bridge,2/4/23,456.5,High,
2463,Bridge,2/4/23,456.5,High,
3853,Bridge,2/4/23,456.5,High,
514,Bridge,2/6/23,249.5,Normal,
1165,Bridge,2/6/23,249.5,Normal,
1962,Bridge,2/6/23,323.333,High,
3115,Bridge,2/6/23,323.333,High,
4784,Bridge,2/6/23,323.333,High,
501,Bridge,2/7/23,215,Normal,
1152,Bridge,2/7/23,215,Normal,
1945,Bridge,2/7/23,382.667,High,
3093,Bridge,2/7/23,382.667,High,
4751,Bridge,2/7/23,382.667,High,
183,Bridge,2/8/23,717,High,
834,Bridge,2/8/23,717,High,
1487,Bridge,2/8/23,717,High,
2428,Bridge,2/8/23,717,High,
3802,Bridge,2/8/23,717,High,
277,Bridge,2/12/23,157,Normal,
928,Bridge,2/12/23,157,Normal,
1626,Bridge,2/12/23,157,Normal,
2628,Bridge,2/12/23,157,Normal,
4084,Bridge,2/12/23,157,Normal,
697,Bridge,2/16/23,77,Normal,
1348,Bridge,2/16/23,77,Normal,
2230,Bridge,2/16/23,77,Normal,
3510,Bridge,2/16/23,77,Normal,
5350,Bridge,2/16/23,77,Normal,
1926,Bridge,2/18/23,352,High,
3064,Bridge,2/18/23,352,High,
4706,Bridge,2/18/23,352,High,
208,Bridge,2/19/23,189.667,Normal,
859,Bridge,2/19/23,189.667,Normal,
1523,Bridge,2/19/23,189.667,Normal,
2477,Bridge,2/19/23,189.667,Normal,
3875,Bridge,2/19/23,189.667,Normal,
346,Bridge,2/20/23,603,High,
997,Bridge,2/20/23,603,High,
1718,Bridge,2/20/23,603,High,
2762,Bridge,2/20/23,603,High,
4274,Bridge,2/20/23,603,High,
196,Bridge,2/23/23,462.75,High,
847,Bridge,2/23/23,462.75,High,
1509,Bridge,2/23/23,462.75,High,
2456,Bridge,2/23/23,462.75,High,
3845,Bridge,2/23/23,462.75,High,
270,Bridge,2/24/23,500,High,
921,Bridge,2/24/23,500,High,
1618,Bridge,2/24/23,500,High,
2617,Bridge,2/24/23,500,High,
4068,Bridge,2/24/23,500,High,
424,Bridge,2/25/23,236,Normal,
1075,Bridge,2/25/23,236,Normal,
1825,Bridge,2/25/23,236,Normal,
2910,Bridge,2/25/23,236,Normal,
4497,Bridge,2/25/23,236,Normal,
184,Bridge,2/27/23,288,Normal,
835,Bridge,2/27/23,288,Normal,
1488,Bridge,2/27/23,180.333,Normal,
2429,Bridge,2/27/23,180.333,Normal,
3803,Bridge,2/27/23,180.333,Normal,
2115,Bridge,2/28/23,530,High,
3337,Bridge,2/28/23,530,High,
5099,Bridge,2/28/23,530,High,
727,Bridge,3/1/23,606,High,
1378,Bridge,3/1/23,606,High,
2273,Bridge,3/1/23,631.667,High,
3575,Bridge,3/1/23,631.667,High,
5444,Bridge,3/1/23,631.667,High,
1501,Bridge,3/2/23,529,High,
2445,Bridge,3/2/23,529,High,
3825,Bridge,3/2/23,529,High,
623,Bridge,3/3/23,746,High,
1274,Bridge,3/3/23,746,High,
2123,Bridge,3/3/23,746,High,
3348,Bridge,3/3/23,746,High,
5118,Bridge,3/3/23,746,High,
616,Bridge,3/4/23,744,High,
1267,Bridge,3/4/23,744,High,
2110,Bridge,3/4/23,744,High,
3328,Bridge,3/4/23,744,High,
5087,Bridge,3/4/23,744,High,
718,Bridge,3/7/23,415,High,
1369,Bridge,3/7/23,415,High,
2257,Bridge,3/7/23,415,High,
3548,Bridge,3/7/23,415,High,
5404,Bridge,3/7/23,415,High,
650,Bridge,3/9/23,403,High,
1301,Bridge,3/9/23,403,High,
2157,Bridge,3/9/23,505,High,
3401,Bridge,3/9/23,505,High,
5194,Bridge,3/9/23,505,High,
2241,Bridge,3/10/23,606,High,
3525,Bridge,3/10/23,606,High,
5370,Bridge,3/10/23,606,High,
375,Bridge,3/11/23,439,High,
1026,Bridge,3/11/23,439,High,
1758,Bridge,3/11/23,439,High,
2811,Bridge,3/11/23,439,High,
4357,Bridge,3/11/23,439,High,
359,Bridge,3/12/23,633,High,
1010,Bridge,3/12/23,633,High,
1735,Bridge,3/12/23,633,High,
2785,Bridge,3/12/23,633,High,
4314,Bridge,3/12/23,633,High,
304,Bridge,3/14/23,785,High,
955,Bridge,3/14/23,785,High,
1665,Bridge,3/14/23,777,High,
2683,Bridge,3/14/23,777,High,
4163,Bridge,3/14/23,777,High,
1530,Bridge,3/15/23,320,High,
2485,Bridge,3/15/23,320,High,
3889,Bridge,3/15/23,320,High,
527,Bridge,3/16/23,238.5,Normal,
1178,Bridge,3/16/23,238.5,Normal,
1983,Bridge,3/16/23,329.333,High,
3148,Bridge,3/16/23,329.333,High,
4839,Bridge,3/16/23,329.333,High,
469,Bridge,3/17/23,354.333,High,
1120,Bridge,3/17/23,354.333,High,
1897,Bridge,3/17/23,354.333,High,
3020,Bridge,3/17/23,354.333,High,
4653,Bridge,3/17/23,354.333,High,
819,Bridge,3/18/23,427.5,High,
1470,Bridge,3/18/23,427.5,High,
2398,Bridge,3/18/23,427.5,High,
3767,Bridge,3/18/23,427.5,High,
5730,Bridge,3/18/23,427.5,High,
457,Bridge,3/19/23,684,High,
1108,Bridge,3/19/23,684,High,
1877,Bridge,3/19/23,684,High,
2993,Bridge,3/19/23,684,High,
4614,Bridge,3/19/23,684,High,
783,Bridge,3/20/23,413,High,
1434,Bridge,3/20/23,413,High,
2356,Bridge,3/20/23,413,High,
3698,Bridge,3/20/23,413,High,
5622,Bridge,3/20/23,413,High,
438,Bridge,3/21/23,641.5,High,
1089,Bridge,3/21/23,641.5,High,
1852,Bridge,3/21/23,641.5,High,
2958,Bridge,3/21/23,641.5,High,
4563,Bridge,3/21/23,641.5,High,
233,Bridge,3/22/23,432,High,
884,Bridge,3/22/23,432,High,
1560,Bridge,3/22/23,432,High,
2534,Bridge,3/22/23,432,High,
3958,Bridge,3/22/23,432,High,
1836,Bridge,3/24/23,797,High,
2928,Bridge,3/24/23,797,High,
4522,Bridge,3/24/23,797,High,
325,Bridge,3/25/23,521,High,
976,Bridge,3/25/23,521,High,
1691,Bridge,3/25/23,521,High,
2716,Bridge,3/25/23,521,High,
4200,Bridge,3/25/23,521,High,
451,Bridge,3/26/23,220,Normal,
1102,Bridge,3/26/23,220,Normal,
1870,Bridge,3/26/23,220,Normal,
2982,Bridge,3/26/23,220,Normal,
4600,Bridge,3/26/23,220,Normal,
317,Bridge,3/27/23,375,High,
968,Bridge,3/27/23,375,High,
1680,Bridge,3/27/23,375,High,
2700,Bridge,3/27/23,375,High,
4181,Bridge,3/27/23,375,High,
211,Bridge,3/28/23,141,Normal,
862,Bridge,3/28/23,141,Normal,
1526,Bridge,3/28/23,141,Normal,
2480,Bridge,3/28/23,141,Normal,
3878,Bridge,3/28/23,141,Normal,
2047,Bridge,3/29/23,280,Normal,
3238,Bridge,3/29/23,280,Normal,
4959,Bridge,3/29/23,280,Normal,
450,Bridge,3/30/23,547,High,
1101,Bridge,3/30/23,547,High,
1869,Bridge,3/30/23,547,High,
2981,Bridge,3/30/23,547,High,
4599,Bridge,3/30/23,547,High,
383,Bridge,3/31/23,445,High,
1034,Bridge,3/31/23,445,High,
1770,Bridge,3/31/23,445,High,
2829,Bridge,3/31/23,445,High,
4379,Bridge,3/31/23,445,High,
803,Bridge,4/2/23,775,High,
1454,Bridge,4/2/23,775,High,
2380,Bridge,4/2/23,775,High,
3741,Bridge,4/2/23,775,High,
5694,Bridge,4/2/23,775,High,
204,Bridge,4/3/23,604,High,
855,Bridge,4/3/23,604,High,
1518,Bridge,4/3/23,604,High,
2471,Bridge,4/3/23,604,High,
3865,Bridge,4/3/23,604,High,
300,Bridge,4/4/23,528,High,
951,Bridge,4/4/23,528,High,
1660,Bridge,4/4/23,528,High,
2675,Bridge,4/4/23,528,High,
4150,Bridge,4/4/23,528,High,
673,Bridge,4/5/23,475,High,
1324,Bridge,4/5/23,475,High,
2189,Bridge,4/5/23,475,High,
3447,Bridge,4/5/23,475,High,
5256,Bridge,4/5/23,475,High,
302,Bridge,4/8/23,448.5,High,
953,Bridge,4/8/23,448.5,High,
1662,Bridge,4/8/23,448.5,High,
2679,Bridge,4/8/23,448.5,High,
4155,Bridge,4/8/23,448.5,High,
497,Bridge,4/9/23,590.5,High,
1148,Bridge,4/9/23,590.5,High,
1939,Bridge,4/9/23,590.5,High,
3084,Bridge,4/9/23,590.5,High,
4738,Bridge,4/9/23,590.5,High,
699,Bridge,4/10/23,597.333,High,
1350,Bridge,4/10/23,597.333,High,
2233,Bridge,4/10/23,597.333,High,
3516,Bridge,4/10/23,597.333,High,
5360,Bridge,4/10/23,597.333,High,
655,Bridge,4/11/23,430.5,High,
1306,Bridge,4/11/23,430.5,High,
2165,Bridge,4/11/23,430.5,High,
3415,Bridge,4/11/23,430.5,High,
5214,Bridge,4/11/23,430.5,High,
426,Bridge,4/14/23,573,High,
1077,Bridge,4/14/23,573,High,
1827,Bridge,4/14/23,601,High,
2916,Bridge,4/14/23,601,High,
4506,Bridge,4/14/23,601,High,
808,Bridge,4/15/23,461,High,
1459,Bridge,4/15/23,461,High,
2385,Bridge,4/15/23,461,High,
3746,Bridge,4/15/23,461,High,
5699,Bridge,4/15/23,461,High,
307,Bridge,4/17/23,325.5,High,
958,Bridge,4/17/23,325.5,High,
1668,Bridge,4/17/23,325.5,High,
2686,Bridge,4/17/23,325.5,High,
4166,Bridge,4/17/23,325.5,High,
548,Bridge,4/18/23,738,High,
1199,Bridge,4/18/23,738,High,
2012,Bridge,4/18/23,678.667,High,
3191,Bridge,4/18/23,678.667,High,
4890,Bridge,4/18/23,678.667,High,
380,Bridge,4/19/23,401.5,High,
1031,Bridge,4/19/23,401.5,High,
1764,Bridge,4/19/23,401.5,High,
2821,Bridge,4/19/23,401.5,High,
4370,Bridge,4/19/23,401.5,High,
682,Bridge,4/20/23,342.5,High,
1333,Bridge,4/20/23,342.5,High,
2200,Bridge,4/20/23,342.5,High,
3470,Bridge,4/20/23,342.5,High,
5289,Bridge,4/20/23,342.5,High,
2129,Bridge,4/21/23,538,High,
3364,Bridge,4/21/23,538,High,
5137,Bridge,4/21/23,538,High,
587,Bridge,4/22/23,441.5,High,
1238,Bridge,4/22/23,441.5,High,
2075,Bridge,4/22/23,441.5,High,
3281,Bridge,4/22/23,441.5,High,
5020,Bridge,4/22/23,441.5,High,
568,Bridge,4/23/23,235.5,Normal,
1219,Bridge,4/23/23,235.5,Normal,
2040,Bridge,4/23/23,377.5,High,
3231,Bridge,4/23/23,377.5,High,
4952,Bridge,4/23/23,377.5,High,
781,Bridge,4/26/23,555,High,
1432,Bridge,4/26/23,555,High,
2354,Bridge,4/26/23,579.5,High,
3695,Bridge,4/26/23,579.5,High,
5618,Bridge,4/26/23,579.5,High,
287,Bridge,4/27/23,257,Normal,
938,Bridge,4/27/23,257,Normal,
1642,Bridge,4/27/23,257,Normal,
2650,Bridge,4/27/23,257,Normal,
4112,Bridge,4/27/23,257,Normal,
177,Bridge,4/29/23,86,Normal,
828,Bridge,4/29/23,86,Normal,
1479,Bridge,4/29/23,86,Normal,
2413,Bridge,4/29/23,86,Normal,
3785,Bridge,4/29/23,86,Normal,
759,Bridge,4/30/23,301.667,High,
1410,Bridge,4/30/23,301.667,High,
2326,Bridge,4/30/23,283.25,Normal,
3658,Bridge,4/30/23,283.25,Normal,
5569,Bridge,4/30/23,283.25,Normal,
818,Bridge,5/3/23,585,High,
1469,Bridge,5/3/23,585,High,
2395,Bridge,5/3/23,585,High,
3762,Bridge,5/3/23,585,High,
5722,Bridge,5/3/23,585,High,
210,Bridge,5/4/23,555,High,
861,Bridge,5/4/23,555,High,
1525,Bridge,5/4/23,555,High,
2479,Bridge,5/4/23,555,High,
3877,Bridge,5/4/23,555,High,
615,Bridge,5/7/23,491.5,High,
1266,Bridge,5/7/23,491.5,High,
2109,Bridge,5/7/23,376,High,
3327,Bridge,5/7/23,376,High,
5086,Bridge,5/7/23,376,High,
519,Bridge,5/8/23,459.5,High,
1170,Bridge,5/8/23,459.5,High,
1972,Bridge,5/8/23,459.5,High,
3133,Bridge,5/8/23,459.5,High,
4814,Bridge,5/8/23,459.5,High,
798,Bridge,5/9/23,221.5,Normal,
1449,Bridge,5/9/23,221.5,Normal,
2373,Bridge,5/9/23,347,High,
3729,Bridge,5/9/23,347,High,
5671,Bridge,5/9/23,347,High,
355,Bridge,5/10/23,521,High,
1006,Bridge,5/10/23,521,High,
1730,Bridge,5/10/23,447.333,High,
2779,Bridge,5/10/23,447.333,High,
4303,Bridge,5/10/23,447.333,High,
2178,Bridge,5/11/23,161,Normal,
3430,Bridge,5/11/23,161,Normal,
5234,Bridge,5/11/23,161,Normal,
760,Bridge,5/12/23,439.5,High,
1411,Bridge,5/12/23,439.5,High,
2327,Bridge,5/12/23,431.333,High,
3659,Bridge,5/12/23,431.333,High,
5570,Bridge,5/12/23,431.333,High,
668,Bridge,5/13/23,67,Normal,
1319,Bridge,5/13/23,67,Normal,
2183,Bridge,5/13/23,67,Normal,
3435,Bridge,5/13/23,67,Normal,
5239,Bridge,5/13/23,67,Normal,
471,Bridge,5/14/23,170,Normal,
1122,Bridge,5/14/23,170,Normal,
1899,Bridge,5/14/23,170,Normal,
3022,Bridge,5/14/23,170,Normal,
4655,Bridge,5/14/23,170,Normal,
442,Bridge,5/15/23,75,Normal,
1093,Bridge,5/15/23,75,Normal,
1856,Bridge,5/15/23,75,Normal,
2964,Bridge,5/15/23,75,Normal,
4572,Bridge,5/15/23,75,Normal,
420,Bridge,5/17/23,715.667,High,
1071,Bridge,5/17/23,715.667,High,
1820,Bridge,5/17/23,715.667,High,
2903,Bridge,5/17/23,715.667,High,
4485,Bridge,5/17/23,715.667,High,
503,Bridge,5/19/23,540.333,High,
1154,Bridge,5/19/23,540.333,High,
1947,Bridge,5/19/23,540.333,High,
3095,Bridge,5/19/23,540.333,High,
4753,Bridge,5/19/23,540.333,High,
792,Bridge,5/20/23,269.5,Normal,
1443,Bridge,5/20/23,269.5,Normal,
2366,Bridge,5/20/23,269.5,Normal,
3714,Bridge,5/20/23,269.5,Normal,
5647,Bridge,5/20/23,269.5,Normal,
377,Bridge,5/21/23,311.5,High,
1028,Bridge,5/21/23,311.5,High,
1761,Bridge,5/21/23,459,High,
2818,Bridge,5/21/23,459,High,
4367,Bridge,5/21/23,459,High,
661,Bridge,5/22/23,348,High,
1312,Bridge,5/22/23,348,High,
2174,Bridge,5/22/23,348,High,
3426,Bridge,5/22/23,348,High,
5230,Bridge,5/22/23,348,High,
559,Bridge,5/23/23,229,Normal,
1210,Bridge,5/23/23,229,Normal,
2028,Bridge,5/23/23,229,Normal,
3214,Bridge,5/23/23,229,Normal,
4925,Bridge,5/23/23,229,Normal,
305,Bridge,5/24/23,377,High,
956,Bridge,5/24/23,377,High,
1666,Bridge,5/24/23,377,High,
2684,Bridge,5/24/23,377,High,
4164,Bridge,5/24/23,377,High,
667,Bridge,5/25/23,347,High,
1318,Bridge,5/25/23,347,High,
2182,Bridge,5/25/23,347,High,
3434,Bridge,5/25/23,347,High,
5238,Bridge,5/25/23,347,High,
630,Bridge,5/26/23,165,Normal,
1281,Bridge,5/26/23,165,Normal,
2133,Bridge,5/26/23,165,Normal,
3370,Bridge,5/26/23,165,Normal,
5146,Bridge,5/26/23,165,Normal,
296,Bridge,5/27/23,777,High,
947,Bridge,5/27/23,777,High,
1655,Bridge,5/27/23,777,High,
2669,Bridge,5/27/23,777,High,
4141,Bridge,5/27/23,777,High,
413,Bridge,5/28/23,678,High,
1064,Bridge,5/28/23,678,High,
1811,Bridge,5/28/23,438,High,
2890,Bridge,5/28/23,438,High,
4468,Bridge,5/28/23,438,High,
234,Bridge,5/29/23,268.5,Normal,
885,Bridge,5/29/23,268.5,Normal,
1561,Bridge,5/29/23,268.5,Normal,
2535,Bridge,5/29/23,268.5,Normal,
3959,Bridge,5/29/23,268.5,Normal,
369,Bridge,5/31/23,466,High,
1020,Bridge,5/31/23,466,High,
1750,Bridge,5/31/23,466,High,
2803,Bridge,5/31/23,466,High,
4346,Bridge,5/31/23,466,High,
620,Bridge,6/2/23,218,Normal,
1271,Bridge,6/2/23,218,Normal,
2117,Bridge,6/2/23,429.5,High,
3339,Bridge,6/2/23,429.5,High,
5105,Bridge,6/2/23,429.5,High,
628,Bridge,6/3/23,452.333,High,
1279,Bridge,6/3/23,452.333,High,
2131,Bridge,6/3/23,452.333,High,
3368,Bridge,6/3/23,452.333,High,
5144,Bridge,6/3/23,452.333,High,
495,Bridge,6/4/23,506.333,High,
1146,Bridge,6/4/23,506.333,High,
1937,Bridge,6/4/23,506.333,High,
3080,Bridge,6/4/23,506.333,High,
4729,Bridge,6/4/23,506.333,High,
578,Bridge,6/6/23,630.5,High,
1229,Bridge,6/6/23,630.5,High,
2061,Bridge,6/6/23,686.667,High,
3263,Bridge,6/6/23,686.667,High,
4997,Bridge,6/6/23,686.667,High,
583,Bridge,6/7/23,499,High,
1234,Bridge,6/7/23,499,High,
2068,Bridge,6/7/23,499,High,
3271,Bridge,6/7/23,499,High,
5009,Bridge,6/7/23,499,High,
567,Bridge,6/8/23,523,High,
1218,Bridge,6/8/23,523,High,
2038,Bridge,6/8/23,314.5,High,
3228,Bridge,6/8/23,314.5,High,
4944,Bridge,6/8/23,314.5,High,
301,Bridge,6/10/23,703,High,
952,Bridge,6/10/23,703,High,
1661,Bridge,6/10/23,703,High,
2676,Bridge,6/10/23,703,High,
4151,Bridge,6/10/23,703,High,
1643,Bridge,6/11/23,196,Normal,
2651,Bridge,6/11/23,196,Normal,
4113,Bridge,6/11/23,196,Normal,
381,Bridge,6/16/23,456,High,
1032,Bridge,6/16/23,456,High,
1765,Bridge,6/16/23,555.667,High,
2822,Bridge,6/16/23,555.667,High,
4371,Bridge,6/16/23,555.667,High,
176,Bridge,6/18/23,80,Normal,
827,Bridge,6/18/23,80,Normal,
1478,Bridge,6/18/23,80,Normal,
2411,Bridge,6/18/23,80,Normal,
3782,Bridge,6/18/23,80,Normal,
595,Bridge,6/19/23,313.5,High,
1246,Bridge,6/19/23,313.5,High,
2084,Bridge,6/19/23,313.5,High,
3292,Bridge,6/19/23,313.5,High,
5036,Bridge,6/19/23,313.5,High,
765,Bridge,6/20/23,210,Normal,
1416,Bridge,6/20/23,210,Normal,
2332,Bridge,6/20/23,210,Normal,
3666,Bridge,6/20/23,210,Normal,
5580,Bridge,6/20/23,210,Normal,
641,Bridge,6/22/23,199,Normal,
1292,Bridge,6/22/23,199,Normal,
2148,Bridge,6/22/23,341.333,High,
3391,Bridge,6/22/23,341.333,High,
5176,Bridge,6/22/23,341.333,High,
348,Bridge,6/23/23,679,High,
999,Bridge,6/23/23,679,High,
1720,Bridge,6/23/23,679,High,
2764,Bridge,6/23/23,679,High,
4276,Bridge,6/23/23,679,High,
724,Bridge,6/24/23,159,Normal,
1375,Bridge,6/24/23,159,Normal,
2267,Bridge,6/24/23,159,Normal,
3563,Bridge,6/24/23,159,Normal,
5428,Bridge,6/24/23,159,Normal,
264,Bridge,6/25/23,443.5,High,
915,Bridge,6/25/23,443.5,High,
1610,Bridge,6/25/23,443.5,High,
2605,Bridge,6/25/23,443.5,High,
4055,Bridge,6/25/23,443.5,High,
281,Bridge,6/26/23,210,Normal,
932,Bridge,6/26/23,210,Normal,
1632,Bridge,6/26/23,210,Normal,
2636,Bridge,6/26/23,210,Normal,
4096,Bridge,6/26/23,210,Normal,
674,Bridge,6/27/23,224.667,Normal,
1325,Bridge,6/27/23,224.667,Normal,
2190,Bridge,6/27/23,224.667,Normal,
3448,Bridge,6/27/23,224.667,Normal,
5257,Bridge,6/27/23,224.667,Normal,
557,Bridge,6/29/23,726,High,
1208,Bridge,6/29/23,726,High,
2024,Bridge,6/29/23,726,High,
3206,Bridge,6/29/23,726,High,
4912,Bridge,6/29/23,726,High,
293,Bridge,6/30/23,154,Normal,
944,Bridge,6/30/23,154,Normal,
1650,Bridge,6/30/23,154,Normal,
2663,Bridge,6/30/23,154,Normal,
4133,Bridge,6/30/23,154,Normal,
1893,Bridge,7/1/23,573.5,High,
3016,Bridge,7/1/23,573.5,High,
4646,Bridge,7/1/23,573.5,High,
2361,Bridge,7/3/23,142,Normal,
3707,Bridge,7/3/23,142,Normal,
5634,Bridge,7/3/23,142,Normal,
1652,Bridge,7/5/23,646,High,
2665,Bridge,7/5/23,646,High,
4135,Bridge,7/5/23,646,High,
2279,Bridge,7/9/23,389,High,
3587,Bridge,7/9/23,389,High,
5458,Bridge,7/9/23,389,High,
1674,Bridge,7/10/23,325,High,
2692,Bridge,7/10/23,325,High,
4172,Bridge,7/10/23,325,High,
2333,Bridge,7/14/23,246,Normal,
3667,Bridge,7/14/23,246,Normal,
5581,Bridge,7/14/23,246,Normal,
2111,Bridge,7/18/23,172,Normal,
3329,Bridge,7/18/23,172,Normal,
5088,Bridge,7/18/23,172,Normal,
2408,Bridge,7/22/23,166,Normal,
3778,Bridge,7/22/23,166,Normal,
5743,Bridge,7/22/23,166,Normal,
1840,Bridge,7/24/23,494,High,
2934,Bridge,7/24/23,494,High,
4529,Bridge,7/24/23,494,High,
2207,Bridge,7/26/23,177,Normal,
3480,Bridge,7/26/23,177,Normal,
5304,Bridge,7/26/23,177,Normal,
1803,Bridge,7/29/23,108,Normal,
2879,Bridge,7/29/23,108,Normal,
4449,Bridge,7/29/23,108,Normal,
1823,Bridge,7/30/23,670,High,
2906,Bridge,7/30/23,670,High,
4488,Bridge,7/30/23,670,High,
1949,Bridge,8/3/23,566,High,
3097,Bridge,8/3/23,566,High,
4755,Bridge,8/3/23,566,High,
1701,Bridge,8/5/23,620,High,
2727,Bridge,8/5/23,620,High,
4221,Bridge,8/5/23,620,High,
1500,Bridge,8/8/23,324,High,
2444,Bridge,8/8/23,324,High,
3824,Bridge,8/8/23,324,High,
1801,Bridge,8/16/23,134,Normal,
2873,Bridge,8/16/23,134,Normal,
4438,Bridge,8/16/23,134,Normal,
2114,Bridge,8/18/23,410,High,
3336,Bridge,8/18/23,410,High,
5098,Bridge,8/18/23,410,High,
2341,Bridge,8/25/23,665,High,
3677,Bridge,8/25/23,665,High,
5593,Bridge,8/25/23,665,High,
1596,Bridge,8/26/23,355,High,
2583,Bridge,8/26/23,355,High,
4023,Bridge,8/26/23,355,High,
1767,Bridge,8/27/23,116,Normal,
2824,Bridge,8/27/23,116,Normal,
4373,Bridge,8/27/23,116,Normal,
1813,Bridge,8/29/23,223,Normal,
2892,Bridge,8/29/23,223,Normal,
4470,Bridge,8/29/23,223,Normal,
1867,Bridge,8/31/23,303,High,
2978,Bridge,8/31/23,303,High,
4593,Bridge,8/31/23,303,High,
1581,Bridge,9/4/23,587.5,High,
2564,Bridge,9/4/23,587.5,High,
3999,Bridge,9/4/23,587.5,High,
2283,Bridge,9/7/23,538,High,
3595,Bridge,9/7/23,538,High,
5476,Bridge,9/7/23,538,High,
2281,Bridge,9/8/23,343,High,
3592,Bridge,9/8/23,343,High,
5467,Bridge,9/8/23,343,High,
1571,Bridge,9/11/23,461,High,
2545,Bridge,9/11/23,461,High,
3974,Bridge,9/11/23,461,High,
1872,Bridge,9/19/23,302,High,
2984,Bridge,9/19/23,302,High,
4602,Bridge,9/19/23,302,High,
1932,Bridge,9/27/23,626,High,
3072,Bridge,9/27/23,626,High,
4719,Bridge,9/27/23,626,High,
1830,Bridge,10/1/23,783,High,
2919,Bridge,10/1/23,783,High,
4509,Bridge,10/1/23,783,High,
1904,Bridge,10/3/23,208,Normal,
3034,Bridge,10/3/23,208,Normal,
4671,Bridge,10/3/23,208,Normal,
2320,Bridge,10/4/23,174,Normal,
3649,Bridge,10/4/23,174,Normal,
5558,Bridge,10/4/23,174,Normal,
1570,Bridge,10/12/23,497,High,
2544,Bridge,10/12/23,497,High,
3973,Bridge,10/12/23,497,High,
2099,Bridge,10/15/23,727,High,
3309,Bridge,10/15/23,727,High,
5058,Bridge,10/15/23,727,High,
2307,Bridge,10/20/23,255,Normal,
3627,Bridge,10/20/23,255,Normal,
5527,Bridge,10/20/23,255,Normal,
2188,Bridge,10/21/23,715,High,
3443,Bridge,10/21/23,715,High,
5249,Bridge,10/21/23,715,High,
2215,Bridge,10/25/23,491,High,
3492,Bridge,10/25/23,491,High,
5321,Bridge,10/25/23,491,High,
1702,Bridge,10/27/23,327,High,
2728,Bridge,10/27/23,327,High,
4222,Bridge,10/27/23,327,High,
1481,Bridge,10/30/23,265,Normal,
2415,Bridge,10/30/23,265,Normal,
3787,Bridge,10/30/23,265,Normal,
1966,Bridge,11/1/23,757,High,
3122,Bridge,11/1/23,757,High,
4798,Bridge,11/1/23,757,High,
2212,Bridge,11/2/23,109,Normal,
3486,Bridge,11/2/23,109,Normal,
5311,Bridge,11/2/23,109,Normal,
1843,Bridge,11/9/23,783,High,
2942,Bridge,11/9/23,783,High,
4541,Bridge,11/9/23,783,High,
2022,Bridge,11/11/23,199,Normal,
3201,Bridge,11/11/23,199,Normal,
4905,Bridge,11/11/23,199,Normal,
1884,Bridge,11/13/23,783,High,
3002,Bridge,11/13/23,783,High,
4627,Bridge,11/13/23,783,High,
1646,Bridge,11/18/23,517,High,
2654,Bridge,11/18/23,517,High,
4118,Bridge,11/18/23,517,High,
2296,Bridge,11/26/23,746,High,
3615,Bridge,11/26/23,746,High,
5509,Bridge,11/26/23,746,High,
1778,Bridge,12/2/23,385,High,
2839,Bridge,12/2/23,385,High,
4392,Bridge,12/2/23,385,High,
2039,Bridge,12/4/23,102,Normal,
3229,Bridge,12/4/23,102,Normal,
4945,Bridge,12/4/23,102,Normal,
2065,Bridge,12/6/23,395,High,
3267,Bridge,12/6/23,395,High,
5001,Bridge,12/6/23,395,High,
1901,Bridge,12/16/23,373,High,
3026,Bridge,12/16/23,373,High,
4661,Bridge,12/16/23,373,High,
2173,Bridge,12/17/23,174,Normal,
3424,Bridge,12/17/23,174,Normal,
5226,Bridge,12/17/23,174,Normal,
1799,Bridge,12/27/23,371,High,
2871,Bridge,12/27/23,371,High,
4436,Bridge,12/27/23,371,High,
1499,Bridge,12/29/23,693,High,
2443,Bridge,12/29/23,693,High,
3823,Bridge,12/29/23,693,High,
3530,Bridge,1/2/25,696,High,
5378,Bridge,1/2/25,439,High,
5299,Bridge,1/3/25,453,High,
3630,Bridge,1/4/25,400,High,
5530,Bridge,1/4/25,400,High,
4217,Bridge,1/5/25,770,High,
5115,Bridge,1/7/25,534,High,
4300,Bridge,1/8/25,680,High,
3268,Bridge,1/9/25,119,Normal,
5002,Bridge,1/9/25,119,Normal,
5306,Bridge,1/12/25,121,Normal,
2877,Bridge,1/15/25,166,Normal,
4447,Bridge,1/15/25,317.5,High,
4432,Bridge,1/17/25,490,High,
2886,Bridge,1/18/25,516,High,
4461,Bridge,1/18/25,318.667,High,
4577,Bridge,1/19/25,378,High,
4125,Bridge,1/21/25,358,High,
5063,Bridge,1/22/25,119,Normal,
4569,Bridge,1/24/25,388,High,
3155,Bridge,1/25/25,646,High,
4848,Bridge,1/25/25,646,High,
2447,Bridge,1/28/25,588,High,
3827,Bridge,1/28/25,375.5,High,
4398,Bridge,1/29/25,463,High,
5355,Bridge,2/3/25,345,High,
